field,required_for_round52_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage3_price_flag,true
farm_income_indicator,true
equipment_sales_growth,true
precision_agriculture_revenue,true
autonomous_equipment_order,true
software_attach_rate,true
farmer_financing_cost,true
tariff_exposure_flag,true
vertical_farming_revenue,true
vertical_farming_energy_cost,true
capacity_utilization,true
unit_economics_margin,true
chapter11_flag,true
chapter7_flag,true
livestock_price_change,true
egg_price_change,true
pork_price_change,true
chicken_price_change,true
feed_cost_change,true
soybean_price_change,true
disease_event_flag,true
avian_flu_flag,true
asf_flag,true
government_stockpile_flag,true
vaccine_approval_flag,true
vaccine_order_value,true
education_revenue_growth,true
subscription_count,true
enterprise_contract_count,true
completion_rate,true
student_roi_metric,true
cac,true
churn_rate,true
ai_disruption_flag,true
bankruptcy_flag,true
rental_accounts,true
rental_churn,true
recurring_service_revenue_ratio,true
filter_service_revenue,true
hardware_sales_ratio,true
dividend_suspension_flag,true
kiosk_installed_base,true
maintenance_revenue,true
payment_fee_revenue,true
retailer_retreat_flag,true
theft_shrink_indicator,true
customer_friction_flag,true
regulatory_approval_flag,true
fda_approval_flag,true
dea_rescheduling_flag,true
license_scope,true
youth_usage_risk_flag,true
public_health_warning_flag,true
legal_conflict_flag,true
score_price_alignment,true
price_validation_status,true
